Loops,Steps,Time,AvgLoss,MeanReward,StdReward,TotalReward,Flags
802,3284992,22.242505,0.7045,0.4597,0.5613,1882.89,5.375
803,3289088,22.229208,0.4610,0.5223,0.4939,2139.21,13.375
804,3293184,21.951162,0.0426,0.3309,0.4809,1355.29,2.75
805,3297280,21.659238,0.3805,0.4002,0.4960,1639.34,10.625
806,3301376,21.862915,0.7526,0.3556,0.4899,1456.34,8.25
807,3305472,21.988449,0.5380,0.4999,0.5086,2047.49,8.0
808,3309568,21.923982,0.5562,0.5339,0.5454,2187.01,5.5
809,3313664,22.076997,0.6393,0.5434,0.5477,2225.64,5.375
810,3317760,21.991557,0.4898,0.5796,0.5191,2374.16,2.75
811,3321856,21.735759,0.1897,0.3565,0.4681,1460.25,13.375
812,3325952,22.015100,0.3746,0.5975,0.5283,2447.18,2.75
813,3330048,21.693000,0.4883,0.3770,0.4980,1544.39,10.75
814,3334144,21.708661,0.4348,0.5304,0.5426,2172.41,5.5
815,3338240,21.863611,0.8431,0.4750,0.5614,1945.46,5.5
816,3342336,21.569660,0.4998,0.5913,0.5223,2422.14,9.75
817,3346432,21.606525,0.4815,0.4651,0.5395,1904.88,4.0
818,3350528,22.102650,0.7036,0.6310,0.5369,2584.57,5.5
819,3354624,22.034879,0.4273,0.5589,0.5263,2289.14,5.5
820,3358720,21.840911,0.5894,0.4761,0.5207,1949.97,8.25
821,3362816,21.790597,0.2577,0.5681,0.5166,2326.91,13.375
822,3366912,21.671715,0.1850,0.4899,0.5335,2006.59,5.375
823,3371008,21.659888,0.8471,0.4943,0.5235,2024.76,8.25
824,3375104,21.700626,0.6672,0.5081,0.5247,2081.14,13.625
825,3379200,21.631707,0.3268,0.4990,0.5346,2043.86,5.375
826,3383296,21.914575,0.5587,0.4831,0.5154,1978.59,13.625
827,3387392,22.020732,0.4708,0.6146,0.5135,2517.56,4.375
828,3391488,20.941359,0.2264,0.3393,0.4710,1389.77,17.375
829,3395584,21.915932,0.5740,0.5903,0.5513,2417.99,8.25
830,3399680,21.911252,0.6318,0.4848,0.5171,1985.81,11.0
831,3403776,21.848646,0.4541,0.4883,0.5587,2000.25,4.125
832,3407872,21.995366,0.5091,0.4975,0.5153,2037.64,9.5
833,3411968,21.577603,0.7578,0.5250,0.5495,2150.30,5.375
834,3416064,21.262464,0.9079,0.4886,0.5319,2001.27,8.125
835,3420160,21.754024,0.4367,0.5207,0.5069,2132.85,8.125
836,3424256,21.922255,0.4302,0.5494,0.5302,2250.34,5.5
837,3428352,22.051353,0.9371,0.5650,0.5403,2314.20,5.375
838,3432448,21.978546,0.6485,0.6067,0.5371,2484.91,8.25
839,3436544,21.833446,0.5335,0.5267,0.5099,2157.21,8.125
840,3440640,21.601729,0.3755,0.3876,0.5095,1587.79,10.625
841,3444736,21.393968,0.2598,0.5783,0.5236,2368.54,5.5
842,3448832,21.092979,0.7180,0.4815,0.5357,1972.34,10.75
843,3452928,21.929892,0.4861,0.5243,0.5279,2147.64,10.875
844,3457024,21.628041,0.5306,0.4522,0.5158,1852.24,5.5
845,3461120,21.694802,0.4351,0.5343,0.5174,2188.49,13.375
846,3465216,21.885316,0.3668,0.5280,0.5354,2162.56,6.375
847,3469312,21.810570,0.5318,0.5152,0.5421,2110.21,7.625
848,3473408,21.898728,0.4777,0.5103,0.5263,2090.20,7.875
849,3477504,21.478009,0.8865,0.4531,0.5185,1855.85,11.0
850,3481600,21.857438,0.5699,0.5754,0.5359,2356.81,8.25
851,3485696,22.277512,0.8587,0.4807,0.5216,1968.76,5.25
852,3489792,22.127677,0.5293,0.5270,0.5345,2158.75,10.875
853,3493888,21.560202,0.3766,0.5186,0.5090,2124.38,8.125
854,3497984,21.887473,0.4213,0.4584,0.5118,1877.57,10.875
855,3502080,21.818610,0.5124,0.5284,0.5181,2164.51,10.75
856,3506176,22.000564,0.1391,0.4530,0.5079,1855.51,8.25
857,3510272,22.136469,0.7164,0.6293,0.5467,2577.48,5.5
858,3514368,21.888538,0.1325,0.3809,0.4742,1560.24,13.625
859,3518464,21.721890,0.5887,0.4907,0.5370,2010.04,10.875
860,3522560,21.823164,0.5304,0.5165,0.5210,2115.39,10.125
861,3526656,21.976848,0.2578,0.4523,0.5073,1852.58,11.625
862,3530752,22.149469,0.3883,0.5350,0.5218,2191.44,8.25
863,3534848,22.062162,0.7280,0.4900,0.5216,2007.10,11.0
864,3538944,21.939410,0.3577,0.6018,0.5209,2464.90,13.25
865,3543040,21.687151,0.3264,0.4275,0.5198,1751.19,2.625
866,3547136,21.926451,0.4187,0.5470,0.5313,2240.34,10.625
867,3551232,21.913501,0.4476,0.5478,0.5543,2243.62,5.5
868,3555328,21.598813,0.4466,0.5236,0.5506,2144.81,5.375
869,3559424,22.150082,0.2316,0.5634,0.5081,2307.65,13.125
870,3563520,21.899384,0.6830,0.5418,0.5620,2219.07,3.25
871,3567616,22.127831,0.5329,0.5954,0.5075,2438.84,10.625
872,3571712,21.762368,0.4554,0.3903,0.5045,1598.78,11.0
873,3575808,22.142470,0.5875,0.4933,0.5346,2020.73,8.25
874,3579904,21.711396,0.1231,0.4634,0.5220,1898.11,8.125
875,3584000,22.026092,0.4292,0.5184,0.5255,2123.50,10.75
876,3588096,22.072914,0.4183,0.5167,0.5369,2116.50,8.125
877,3592192,21.870666,0.5371,0.5983,0.5462,2450.74,6.875
878,3596288,21.651314,0.4733,0.5445,0.5446,2230.29,3.875
879,3600384,21.912779,0.6310,0.5178,0.5144,2120.92,8.25
880,3604480,21.588092,0.3916,0.4956,0.5348,2029.93,11.0
881,3608576,21.868134,0.6423,0.6248,0.5233,2559.00,8.25
882,3612672,21.630065,0.4250,0.4510,0.5261,1847.21,8.0
883,3616768,21.598986,0.2911,0.4616,0.4860,1890.67,13.375
884,3620864,22.021873,0.3627,0.5285,0.5224,2164.84,5.5
885,3624960,21.665096,0.5387,0.5350,0.5251,2191.48,13.5
886,3629056,21.970788,0.3251,0.5225,0.5383,2140.11,5.25
887,3633152,22.194827,0.4820,0.6575,0.5348,2693.24,1.125
888,3637248,21.986473,0.2209,0.4505,0.4986,1845.40,17.75
889,3641344,21.692692,0.7710,0.5620,0.5442,2302.15,4.125
890,3645440,21.979611,0.1408,0.5075,0.5046,2078.52,12.125
891,3649536,21.849159,0.4740,0.4900,0.5241,2006.84,8.25
892,3653632,22.007502,0.5947,0.5703,0.5292,2335.93,5.375
893,3657728,21.946385,0.6463,0.4555,0.5358,1865.78,8.125
894,3661824,22.060544,0.6079,0.5580,0.5188,2285.69,13.375
895,3665920,21.726764,0.1117,0.3156,0.4655,1292.68,5.375
896,3670016,21.869732,0.6218,0.3966,0.5071,1624.55,5.375
897,3674112,22.099803,0.7568,0.4557,0.5200,1866.36,5.5
898,3678208,21.820222,0.2191,0.4735,0.5145,1939.48,8.125
899,3682304,22.021228,0.7947,0.4062,0.5424,1663.90,2.75
900,3686400,22.190743,0.2123,0.5030,0.5183,2060.19,13.5
901,3690496,22.190499,0.6672,0.3053,0.4660,1250.59,2.75
902,3694592,21.964789,0.3323,0.4301,0.5048,1761.79,10.75
903,3698688,22.203617,0.4778,0.4577,0.5243,1874.70,5.25
904,3702784,21.832253,0.5510,0.3930,0.5206,1609.53,8.125
905,3706880,21.563568,0.6593,0.5171,0.5206,2117.88,6.5
906,3710976,21.614198,0.3404,0.4043,0.5155,1655.90,6.875
907,3715072,21.899341,0.4494,0.4219,0.5052,1728.25,10.75
908,3719168,21.672950,0.5895,0.4466,0.5278,1829.47,5.25
909,3723264,21.705361,0.3539,0.4974,0.5233,2037.51,5.375
910,3727360,21.871373,0.2180,0.3329,0.4664,1363.45,10.875
911,3731456,21.579076,0.4558,0.4347,0.5388,1780.55,5.5
912,3735552,21.531147,0.4864,0.4592,0.5318,1880.88,8.25
913,3739648,21.533561,0.7190,0.5168,0.5471,2116.89,5.375
914,3743744,21.361888,0.4327,0.5545,0.4933,2271.36,14.75
915,3747840,21.442488,0.1781,0.4621,0.5303,1892.70,7.125
916,3751936,21.152449,0.5036,0.4811,0.5167,1970.59,10.75
917,3756032,22.011480,0.5641,0.5659,0.5513,2318.11,2.75
918,3760128,21.711783,0.8961,0.4958,0.5384,2030.91,8.25
919,3764224,21.096680,0.5657,0.5648,0.5692,2313.35,5.375
920,3768320,21.557723,0.2227,0.4691,0.5058,1921.64,11.0
921,3772416,22.018949,0.5407,0.5397,0.5318,2210.45,8.25
922,3776512,22.081200,0.6918,0.4353,0.5123,1783.15,10.625
923,3780608,21.880699,0.2353,0.4480,0.5017,1835.17,10.75
924,3784704,22.034024,0.4626,0.5513,0.5225,2257.96,5.375
925,3788800,21.882108,0.8682,0.5224,0.5266,2139.70,10.875
926,3792896,21.861720,0.5977,0.4832,0.5344,1979.01,8.25
927,3796992,22.174394,0.4205,0.5661,0.5607,2318.82,0.0
928,3801088,22.049682,0.6332,0.5333,0.5282,2184.48,10.75
929,3805184,21.661019,0.3216,0.4778,0.5386,1957.10,8.125
930,3809280,21.413345,0.5936,0.6390,0.5314,2617.25,5.375
931,3813376,21.256428,0.5346,0.4498,0.5234,1842.30,10.875
932,3817472,21.807708,0.5093,0.5544,0.5348,2270.66,5.5
933,3821568,21.694358,0.5990,0.4773,0.4961,1955.02,10.75
934,3825664,21.720418,0.3554,0.4472,0.5118,1831.91,6.5
935,3829760,21.609400,0.5314,0.3217,0.4675,1317.56,12.5
936,3833856,21.979527,0.3527,0.5768,0.5448,2362.55,0.0
937,3837952,22.202304,0.5514,0.5375,0.5330,2201.75,8.125
938,3842048,21.992311,0.4851,0.4933,0.5067,2020.70,13.625
939,3846144,21.997785,0.4307,0.3772,0.5414,1544.90,0.0
940,3850240,22.151688,0.3725,0.4333,0.5101,1774.89,8.125
941,3854336,22.429800,0.5592,0.4430,0.5194,1814.64,8.25
942,3858432,22.108328,-0.1859,0.4037,0.5119,1653.66,8.25
943,3862528,22.128655,0.8409,0.5593,0.5175,2290.96,10.875
944,3866624,22.043496,0.6521,0.4738,0.5076,1940.79,5.375
945,3870720,21.980780,0.6268,0.5915,0.5425,2422.93,5.5
946,3874816,21.705085,0.6410,0.4852,0.5278,1987.25,10.75
947,3878912,21.726453,0.4839,0.4567,0.5285,1870.61,5.5
948,3883008,22.066497,0.3601,0.4101,0.5133,1679.76,5.5
949,3887104,22.015131,0.1169,0.4751,0.5037,1946.10,11.0
950,3891200,21.849463,0.6049,0.3233,0.4846,1324.41,5.5
951,3895296,21.723013,0.4413,0.4642,0.5501,1901.47,5.5
952,3899392,21.570198,0.6064,0.4810,0.5376,1970.35,10.75
953,3903488,21.673223,0.3766,0.5349,0.5038,2191.12,13.625
954,3907584,21.764332,0.2834,0.4925,0.5273,2017.43,6.625
955,3911680,21.483090,0.2739,0.4410,0.5006,1806.47,14.125
956,3915776,21.890836,0.5191,0.5363,0.5204,2196.75,9.125
957,3919872,21.620062,0.4319,0.5038,0.5130,2063.41,10.75
958,3923968,21.607126,0.3029,0.4464,0.5176,1828.60,8.25
959,3928064,21.549998,0.7385,0.5912,0.5641,2421.36,2.75
960,3932160,21.840501,0.4213,0.5698,0.5089,2334.00,13.625
961,3936256,22.027104,0.4233,0.4472,0.5542,1831.89,5.375
962,3940352,21.617934,0.4157,0.5516,0.5160,2259.39,10.875
963,3944448,21.765410,0.2962,0.4623,0.5389,1893.60,8.0
964,3948544,21.848459,0.6474,0.5487,0.5456,2247.27,8.0
965,3952640,21.752363,0.5512,0.5448,0.5312,2231.49,8.0
966,3956736,21.984862,0.3343,0.4642,0.5181,1901.26,10.625
967,3960832,22.334901,0.3104,0.4820,0.5090,1974.39,10.375
968,3964928,22.276510,0.5050,0.5796,0.5421,2374.12,3.375
969,3969024,22.351359,0.3419,0.4786,0.5108,1960.19,10.625
970,3973120,21.823849,0.6346,0.4388,0.5140,1797.47,8.0
971,3977216,21.847068,0.0877,0.4427,0.5080,1813.44,19.0
972,3981312,22.149545,0.5491,0.5601,0.5492,2294.04,0.0
973,3985408,21.852759,0.1920,0.4724,0.4854,1934.94,19.0
974,3989504,22.076153,0.1814,0.5338,0.5039,2186.60,7.5
975,3993600,21.902182,0.7401,0.3867,0.5126,1584.05,14.25
976,3997696,21.711455,0.2170,0.5049,0.5343,2068.00,5.5
977,4001792,21.522862,0.6420,0.3635,0.4779,1489.09,13.625
978,4005888,22.160728,0.5331,0.6106,0.5465,2501.11,6.625
979,4009984,22.364047,0.3842,0.3583,0.4925,1467.68,12.375
980,4014080,21.805950,0.2820,0.6294,0.5262,2578.19,2.75
981,4018176,21.908859,0.4455,0.4419,0.4986,1810.02,13.75
982,4022272,21.897891,0.2614,0.5545,0.5147,2271.10,11.0
983,4026368,21.946301,0.2590,0.4191,0.5008,1716.76,13.5
984,4030464,21.525822,0.6189,0.5556,0.5456,2275.82,5.5
985,4034560,21.484887,0.2907,0.5020,0.4957,2056.35,16.125
986,4038656,21.545929,0.3517,0.5083,0.5074,2082.19,5.375
987,4042752,21.798492,0.3514,0.4234,0.4837,1734.39,16.25
988,4046848,22.023327,0.4542,0.4305,0.5155,1763.26,8.25
989,4050944,21.764760,0.5104,0.5338,0.5380,2186.60,8.25
990,4055040,21.553432,0.5291,0.5565,0.5365,2279.24,5.5
991,4059136,21.737017,0.2832,0.4604,0.4988,1885.64,11.0
992,4063232,21.880936,0.5061,0.5252,0.5443,2151.35,8.0
993,4067328,21.823841,0.2716,0.5558,0.5134,2276.48,11.125
994,4071424,21.203475,0.4433,0.4636,0.5305,1898.72,7.875
995,4075520,21.199476,0.2210,0.4723,0.4922,1934.64,18.75
996,4079616,21.506467,0.3320,0.5392,0.5089,2208.60,5.5
997,4083712,21.787766,0.4579,0.3781,0.4787,1548.62,13.5
998,4087808,21.381187,0.7845,0.4682,0.5825,1917.71,2.75
999,4091904,21.598861,0.5591,0.5240,0.5446,2146.20,7.75
1000,4096000,21.630064,0.3335,0.4404,0.4968,1803.90,11.375
1001,4100096,22.338461,0.4851,0.5704,0.5507,2336.50,2.75
1002,4104192,21.991843,0.5308,0.4913,0.5239,2012.44,11.0
1003,4108288,21.367631,0.1360,0.4133,0.4940,1692.99,13.625
1004,4112384,21.922827,0.5911,0.5996,0.5318,2455.82,10.75
1005,4116480,22.248973,-0.0404,0.4980,0.4987,2039.71,8.25
1006,4120576,21.792087,0.5700,0.5029,0.5330,2059.95,5.375
1007,4124672,21.833729,0.3518,0.4924,0.5281,2016.93,16.375
1008,4128768,21.996595,0.1417,0.4777,0.4898,1956.84,10.875
1009,4132864,21.797159,0.6854,0.3891,0.5119,1593.82,5.5
1010,4136960,21.612891,0.2832,0.3615,0.5037,1480.55,10.75
1011,4141056,22.062699,0.2855,0.5711,0.5416,2339.16,3.375
1012,4145152,22.149436,0.1743,0.3125,0.4583,1279.95,12.75
1013,4149248,22.326449,0.5233,0.5475,0.5536,2242.58,2.625
1014,4153344,22.043520,0.3821,0.4958,0.5223,2030.76,9.25
1015,4157440,22.065553,0.7616,0.4356,0.5138,1784.12,7.125
1016,4161536,22.229627,0.5875,0.6019,0.5365,2465.55,8.125
1017,4165632,21.972479,0.4139,0.3999,0.5079,1637.81,10.875
1018,4169728,22.108929,0.5786,0.5003,0.5340,2049.17,2.625
1019,4173824,21.964296,0.2989,0.4414,0.5077,1807.82,16.25
1020,4177920,22.057087,0.5724,0.4645,0.5222,1902.69,10.75
1021,4182016,22.228156,0.3934,0.4703,0.5280,1926.52,5.375
1022,4186112,22.207956,0.4264,0.4438,0.5314,1817.99,2.75
1023,4190208,21.835397,0.2788,0.3585,0.5055,1468.40,8.25
1024,4194304,21.835749,0.0863,0.5251,0.5111,2150.82,10.625
1025,4198400,21.938701,0.2617,0.4083,0.5098,1672.51,6.0
1026,4202496,21.796926,0.3703,0.3475,0.5021,1423.41,10.5
1027,4206592,22.146394,0.4608,0.5222,0.5248,2138.93,8.25
1028,4210688,21.970852,0.6227,0.5770,0.5391,2363.34,2.625
1029,4214784,21.913656,0.5157,0.4598,0.4974,1883.49,13.5
1030,4218880,21.788177,0.5178,0.5141,0.5383,2105.64,5.375
1031,4222976,21.963212,0.4311,0.5002,0.5107,2048.82,13.25
1032,4227072,22.108041,0.4726,0.4931,0.5294,2019.54,5.375
1033,4231168,22.112045,0.3597,0.5597,0.5269,2292.56,9.25
1034,4235264,22.288190,0.3800,0.5036,0.5259,2062.68,9.625
1035,4239360,21.858575,0.9194,0.4313,0.5086,1766.75,8.0
1036,4243456,21.884973,0.3278,0.4913,0.5533,2012.22,2.75
1037,4247552,21.953258,0.7708,0.4735,0.5370,1939.62,6.25
1038,4251648,21.863967,0.5667,0.4513,0.5342,1848.38,8.75
1039,4255744,22.007756,0.3600,0.4750,0.5363,1945.79,9.5
1040,4259840,21.653201,0.3417,0.5161,0.5385,2113.81,5.5
1041,4263936,21.438704,0.2721,0.4100,0.4809,1679.38,16.25
1042,4268032,21.919942,0.2975,0.6483,0.5121,2655.40,8.125
1043,4272128,21.793288,0.5328,0.3471,0.4964,1421.84,8.0
1044,4276224,22.040621,0.7948,0.5502,0.5355,2253.55,8.125
1045,4280320,21.589128,0.3029,0.5058,0.5136,2071.94,10.875
1046,4284416,22.031664,0.4101,0.4048,0.5026,1658.06,8.25
1047,4288512,22.103671,0.3441,0.6111,0.4991,2503.09,13.625
1048,4292608,22.173587,0.3536,0.3720,0.5011,1523.70,7.125
1049,4296704,22.041755,0.5288,0.5306,0.5257,2173.34,11.5
1050,4300800,21.810954,0.5454,0.4978,0.5292,2038.96,2.625
1051,4304896,21.916394,0.8403,0.4091,0.5090,1675.73,11.0
1052,4308992,22.155680,0.1206,0.4814,0.5193,1971.93,10.25
1053,4313088,21.950174,0.4493,0.5107,0.4971,2091.65,10.875
1054,4317184,21.859969,0.1312,0.3739,0.4930,1531.32,11.0
1055,4321280,22.114520,0.8105,0.5770,0.5288,2363.32,8.625
1056,4325376,22.150741,0.1498,0.4030,0.4960,1650.85,13.125
1057,4329472,21.801621,0.7795,0.5410,0.5374,2215.91,5.375
1058,4333568,21.693803,0.1445,0.4180,0.4818,1712.16,19.125
1059,4337664,22.103722,0.5597,0.5558,0.5202,2276.51,7.875
1060,4341760,21.568266,0.5433,0.4531,0.5319,1855.84,6.5
1061,4345856,21.788323,0.3625,0.5424,0.5343,2221.56,12.375
1062,4349952,21.677428,0.4060,0.4480,0.5145,1835.10,5.75
1063,4354048,21.786524,0.7406,0.5666,0.5305,2320.89,5.375
1064,4358144,21.703287,0.2164,0.2736,0.4322,1120.72,13.5
1065,4362240,22.154802,0.5753,0.4709,0.5430,1928.62,5.375
1066,4366336,21.738017,0.2828,0.4317,0.4930,1768.07,10.75
1067,4370432,21.785371,0.2602,0.4971,0.5267,2036.04,8.125
1068,4374528,21.814417,0.4515,0.5079,0.5254,2080.30,10.875
1069,4378624,21.917695,0.1455,0.4527,0.4727,1854.38,10.75
1070,4382720,21.942379,0.4986,0.4760,0.5133,1949.85,8.125
1071,4386816,22.092120,0.4567,0.4725,0.5178,1935.49,8.25
1072,4390912,21.866416,0.2928,0.4909,0.5031,2010.85,10.625
1073,4395008,21.917059,0.4802,0.5341,0.5306,2187.74,10.75
1074,4399104,21.829144,0.3204,0.3671,0.4825,1503.71,11.0
1075,4403200,21.821533,0.6567,0.5273,0.5374,2159.80,5.5
1076,4407296,21.942804,0.2445,0.5496,0.5247,2251.09,10.875
1077,4411392,22.203088,0.4247,0.5605,0.5006,2295.70,10.625
1078,4415488,22.198939,0.6891,0.4480,0.5469,1834.85,5.625
1079,4419584,21.936046,0.3938,0.5449,0.5168,2232.04,10.75
1080,4423680,21.909565,0.2644,0.4674,0.5132,1914.65,13.75
1081,4427776,21.875235,0.4707,0.5315,0.5186,2177.06,10.875
1082,4431872,21.463691,0.2497,0.3750,0.4856,1536.04,10.875
1083,4435968,21.756867,0.5812,0.6037,0.5345,2472.85,8.25
1084,4440064,21.599568,0.2877,0.4588,0.5038,1879.25,11.0
1085,4444160,21.644041,0.3285,0.5043,0.5132,2065.41,13.625
1086,4448256,22.014962,0.5611,0.4468,0.5356,1830.18,2.75
1087,4452352,21.714750,0.2383,0.3652,0.4670,1495.71,16.375
1088,4456448,21.926784,0.3362,0.3328,0.4791,1363.18,2.625
1089,4460544,21.844042,0.1523,0.3992,0.4809,1635.31,13.625
1090,4464640,22.226177,0.4482,0.4256,0.5204,1743.15,5.375
1091,4468736,21.753029,0.5010,0.4818,0.5435,1973.44,8.0
1092,4472832,21.177131,0.3226,0.4250,0.4948,1740.75,13.5
1093,4476928,21.769418,0.2516,0.4766,0.5119,1952.21,8.125
1094,4481024,21.641561,0.4568,0.3702,0.4694,1516.38,10.875
1095,4485120,22.065576,0.1182,0.4980,0.5282,2039.89,8.0
1096,4489216,22.354642,0.6007,0.4385,0.5019,1795.96,13.375
1097,4493312,20.499740,0.4090,0.4668,0.5376,1911.97,10.75
1098,4497408,20.664504,0.3422,0.5381,0.5304,2203.91,8.0
1099,4501504,19.537966,0.2884,0.4900,0.5072,2007.15,13.375
1100,4505600,20.338463,0.4525,0.4841,0.5410,1982.91,8.125
1101,4509696,19.598220,0.3798,0.5435,0.5212,2226.36,2.75
1102,4513792,19.631586,0.6179,0.4282,0.5264,1753.72,10.875
1103,4517888,19.932317,0.3800,0.5039,0.5522,2064.09,11.0
1104,4521984,20.036898,0.3951,0.4649,0.5070,1904.20,13.5
1105,4526080,20.158114,0.8710,0.3691,0.5209,1511.80,8.0
1106,4530176,20.467241,0.6488,0.5410,0.5233,2215.88,5.5
1107,4534272,20.206438,0.4134,0.4634,0.5115,1898.20,13.5
1108,4538368,21.174405,0.5176,0.4935,0.5401,2021.29,5.375
1109,4542464,21.819083,0.3586,0.5035,0.5003,2062.50,13.5
1110,4546560,21.463856,0.1136,0.3819,0.5001,1564.15,10.875
1111,4550656,21.405512,0.6158,0.4892,0.4943,2003.90,10.75
1112,4554752,20.511578,0.2832,0.3920,0.5158,1605.50,10.75
1113,4558848,20.142973,0.3133,0.5679,0.5242,2326.27,10.875
1114,4562944,20.429640,0.3172,0.4208,0.5177,1723.52,10.75
1115,4567040,21.592198,0.7077,0.4583,0.5056,1877.32,10.875
1116,4571136,22.056744,0.2888,0.4861,0.5407,1991.02,8.0
1117,4575232,21.738267,0.6386,0.4407,0.4827,1805.11,16.375
1118,4579328,22.262581,0.4644,0.5164,0.5485,2115.23,2.625
1119,4583424,21.541365,0.1514,0.4690,0.5119,1920.85,16.375
1120,4587520,21.786129,0.5989,0.5726,0.5364,2345.49,6.5
1121,4591616,21.363919,0.4251,0.4692,0.5230,1922.01,7.0
1122,4595712,21.480120,0.6862,0.5109,0.5253,2092.52,10.75
1123,4599808,21.940566,0.7952,0.5199,0.5633,2129.64,2.75
1124,4603904,21.847001,0.2095,0.4863,0.5115,1991.90,13.5
1125,4608000,22.149166,0.3851,0.4883,0.5107,1999.89,10.875
1126,4612096,21.701937,0.3328,0.4026,0.4927,1648.90,13.625
1127,4616192,21.958083,0.6391,0.5294,0.5464,2168.26,2.625
1128,4620288,22.171854,0.4339,0.4543,0.5052,1860.72,13.375
1129,4624384,22.381162,0.3346,0.4641,0.5010,1900.90,13.625
1130,4628480,22.080371,0.5785,0.4788,0.5170,1961.25,8.25
1131,4632576,21.888644,0.5077,0.4402,0.5184,1803.09,11.375
1132,4636672,21.744837,0.5528,0.4316,0.5220,1767.79,10.375
1133,4640768,21.948628,0.4513,0.5231,0.5147,2142.77,11.125
1134,4644864,21.572121,0.4492,0.4928,0.5338,2018.62,7.875
1135,4648960,21.514991,0.7026,0.4976,0.5277,2038.04,8.25
1136,4653056,21.615888,0.3213,0.4773,0.5350,1954.95,5.375
1137,4657152,21.071705,0.3794,0.4854,0.5362,1988.06,5.25
1138,4661248,21.266757,0.3605,0.3933,0.4852,1611.07,11.0
1139,4665344,21.065298,0.4193,0.4457,0.5186,1825.74,7.875
1140,4669440,21.053180,0.1730,0.3311,0.4712,1356.04,11.0
1141,4673536,21.486202,0.5150,0.4791,0.5551,1962.25,5.375
1142,4677632,21.320552,0.3751,0.3922,0.4700,1606.49,13.5
1143,4681728,20.822627,0.6163,0.3912,0.5403,1602.35,5.5
1144,4685824,21.662872,0.6705,0.5620,0.5431,2301.98,2.625
1145,4689920,21.179437,0.3497,0.4762,0.5149,1950.32,13.5
1146,4694016,21.522511,0.2679,0.5895,0.5167,2414.73,8.125
1147,4698112,21.647502,0.1985,0.4640,0.5355,1900.49,8.0
1148,4702208,21.706203,0.3058,0.5083,0.5056,2082.04,13.375
1149,4706304,21.960921,0.6640,0.5469,0.5320,2240.18,11.0
1150,4710400,21.242784,0.2889,0.3802,0.4864,1557.45,8.125
1151,4714496,21.600798,0.2639,0.4178,0.5066,1711.44,10.75
1152,4718592,21.542708,0.3609,0.4950,0.5259,2027.33,5.5
1153,4722688,21.373178,0.5347,0.4120,0.5286,1687.60,8.125
1154,4726784,21.712680,0.6027,0.5247,0.5156,2149.04,8.25
1155,4730880,21.747064,0.4466,0.4808,0.5436,1969.49,13.0
1156,4734976,21.865315,0.5532,0.4976,0.5115,2038.11,8.75
1157,4739072,21.822987,0.1439,0.4389,0.5044,1797.75,13.0
1158,4743168,21.913489,0.5313,0.5302,0.5244,2171.66,6.0
1159,4747264,21.728621,0.3115,0.3982,0.4995,1631.06,13.625
1160,4751360,22.011773,0.5285,0.5622,0.5246,2302.70,5.5
1161,4755456,21.833500,0.2480,0.4846,0.5113,1985.07,13.5
1162,4759552,21.708202,0.5778,0.4945,0.5144,2025.54,13.5
1163,4763648,21.921365,0.4455,0.5471,0.5251,2240.73,8.25
1164,4767744,21.638043,0.3001,0.4674,0.5057,1914.32,13.625
1165,4771840,21.987300,0.3729,0.5179,0.5254,2121.48,5.5
1166,4775936,21.852195,0.3732,0.5303,0.5150,2171.96,13.5
1167,4780032,21.934636,0.5985,0.4323,0.5010,1770.81,8.125
1168,4784128,21.959983,0.4346,0.5036,0.5147,2062.74,8.125
1169,4788224,21.459472,0.3270,0.4902,0.5001,2007.71,10.75
1170,4792320,21.214811,0.3997,0.5252,0.5377,2151.20,10.875
1171,4796416,21.409747,0.4374,0.4920,0.5140,2015.15,13.25
1172,4800512,21.037902,0.6809,0.4149,0.5153,1699.35,10.875
1173,4804608,21.669403,0.5598,0.5072,0.5219,2077.55,5.5
1174,4808704,21.724296,0.2038,0.3582,0.4859,1467.22,10.75
1175,4812800,21.432147,0.5084,0.5168,0.5173,2116.90,11.0
1176,4816896,21.638293,0.3875,0.3816,0.5220,1562.86,11.0
1177,4820992,21.781319,0.3490,0.5657,0.5092,2317.19,9.75
1178,4825088,21.891126,0.4722,0.4102,0.4994,1680.16,11.875
1179,4829184,21.750223,0.2196,0.5472,0.5185,2241.51,13.75
1180,4833280,21.871359,0.5238,0.3912,0.5022,1602.54,8.0
1181,4837376,21.990212,0.4526,0.4848,0.5224,1985.60,13.625
1182,4841472,21.839407,0.1404,0.5086,0.5185,2083.36,8.25
1183,4845568,21.889742,0.3208,0.5368,0.5192,2198.55,13.5
1184,4849664,21.592093,0.2871,0.4414,0.5114,1807.86,10.875
1185,4853760,22.023885,0.5724,0.4600,0.5124,1884.20,13.375
1186,4857856,21.888360,0.5313,0.5622,0.5300,2302.86,8.25
1187,4861952,21.749706,0.4506,0.3755,0.4990,1538.09,10.75
1188,4866048,21.974842,0.6874,0.4440,0.5418,1818.69,8.0
1189,4870144,21.769065,0.3088,0.4972,0.5048,2036.62,13.625
1190,4874240,21.860763,0.5217,0.5335,0.5214,2185.02,5.375
1191,4878336,21.652594,0.6823,0.5866,0.5307,2402.67,10.875
1192,4882432,21.698231,0.2574,0.4091,0.4970,1675.54,10.875
1193,4886528,21.388706,0.5170,0.4899,0.5087,2006.54,13.5
1194,4890624,21.699357,0.4978,0.4794,0.5510,1963.59,5.375
